"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-30","0.0","0.0","0.0",,"22.2","15.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-01","0.0","0.0","0.0",,"20.6","15.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-02","0.0","0.0","0.0",,"20.0","14.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-03","0.0","0.0","0.0",,"22.2","16.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-04","0.0","0.0","0.0",,"22.8","15.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-05","0.0","0.0","0.0",,"23.9","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-06","0.0","0.0","0.0",,"21.7","12.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-07","0.0","0.0","0.0",,"23.9","14.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-08","0.0","0.0","0.0",,"20.0","11.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-09","0.0","0.0","0.0",,"20.0","12.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-10","0.0","0.0","0.0",,"16.7","9.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-11","0.0","0.0","0.0",,"20.0","7.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-12","0.0","0.0","0.0",,"23.3","13.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-13","0.0","0.0","0.0",,"20.6","12.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-14","0.0","0.0","0.0",,"18.9","8.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-15","0.0","0.0","0.0",,"13.9","7.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-16","0.0","0.0","0.0",,"15.0","6.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-17","0.0","0.0","0.0",,"14.4","6.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-18","0.0","0.0","0.0",,"18.9","8.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-19","0.0","0.0","0.0",,"21.7","10.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-20","0.0","0.0","0.0",,"22.8","11.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-21","0.0","0.0","0.0",,"26.1","13.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-22","0.0","0.0","0.0",,"27.2","16.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-23","0.0","0.0","0.0",,"23.9","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-24","0.0","0.0","0.0",,"20.6","11.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-25","0.0","0.0","0.0",,"16.7","7.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-26","0.0","0.0","0.0",,"17.8","10.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-27","0.0","0.0","0.0",,"13.9","7.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-28","0.0","0.0","0.0",,"16.1","7.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-29","0.3","0.0","0.0",,"17.2","11.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-30","0.0","0.0","0.0",,"24.4","14.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-31","0.0","0.0","0.0",,"27.2","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-01","0.0","0.0","0.0",,"26.1","13.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-02","0.0","0.0","0.0",,"15.6","8.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-03","0.0","0.0","0.0",,"12.2","5.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-04","0.0","0.0","0.0",,"14.4","6.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-05","0.0","0.0","0.0",,"22.8","12.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-06","0.0","0.0","0.0",,"26.7","17.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-07","0.0","0.0","0.0",,"22.8","12.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-08","0.0","0.0","0.0",,"20.6","10.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-09","0.0","0.0","0.0",,"12.2","6.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-10","2.0","0.0","0.0",,"14.4","7.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-11","2.5","0.0","0.0",,"20.0","12.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-12","0.0","0.0","0.0",,"15.0","5.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-13","0.0","0.0","0.0",,"10.0","2.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-14","0.0","0.0","0.0",,"8.3","2.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-15","0.0","0.0","0.0",,"14.4","5.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-16","0.0","0.0","0.0",,"16.7","7.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-17","0.0","0.0","0.0",,"17.2","6.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-18","0.0","0.0","0.0",,"18.9","9.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-19","0.0","0.0","0.0",,"15.6","8.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-20","0.0","0.0","0.0",,"15.6","11.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-21","39.9","0.0","0.0",,"12.2","2.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-22","13.5","0.0","0.0",,"4.4","2.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-23","0.5","0.0","0.0",,"9.4","2.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-24","0.0","0.0","0.0",,"11.7","6.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-25","0.0","0.0","0.0",,"12.2","5.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-26","4.8","0.0","0.0",,"14.4","7.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-27","0.0","0.0","0.0",,"11.1","6.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-28","21.8","0.0","0.0",,"9.4","5.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-29","0.0","0.0","0.0",,"8.3","1.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-30","0.0","0.0","0.0",,"3.9","-1.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-01","0.0","0.0","0.0",,"3.3","-2.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-02","0.0","0.0","0.0",,"3.9","-1.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-03","0.0","0.0","0.0",,"5.6","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-04","0.3","0.0","0.0",,"5.6","-1.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-05","2.3","0.0","0.0",,"4.4","-0.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-06","0.0",,,,"1.1","-1.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-07","0.0","0.0","0.0",,"5.0","-0.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-08","0.0","0.0","0.0",,"12.8","3.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-09","4.6","0.0","0.0",,"10.6","6.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-10","6.6","0.0","0.0",,"10.0","6.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-11","21.6","0.0","0.0",,"15.6","5.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-12","0.0","0.0","0.0",,"5.0","-1.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-13","0.0","0.0","0.0",,"0.6","-2.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-14","0.0","0.0","0.0",,"1.1","-3.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-15","1.5","0.0","0.0",,"5.0","-2.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-16","23.1","0.0","0.0",,"11.1","3.3"
